name,slug,city,status,matched_polygon,score
Vista Oaks,vista-oaks,Round Rock,HAS_POLYGON,vista-oaks,1.0
Vista Oaks of Lakeway,vista-oaks-of-lakeway,Lake Travis,FUZZY_MATCH,Vistas of Lakeway,0.895
Vista Ridge,vista-ridge,Leander,HAS_POLYGON,vista-ridge,1.0
Vista Ridge Oaks,vista-ridge-oaks,Cedar Park,HAS_POLYGON,vista-ridge-oaks,1.0
Vista Royale,vista-royale,,HAS_POLYGON,vista-royale,1.0
Vista West,vista-west,Austin,HAS_POLYGON,vista-west,1.0
Volente Heights,volente-heights,Lake Travis,HAS_POLYGON,volente-heights,1.0
Volente Hills,volente-hills,Cedar Park,HAS_POLYGON,volente-hills,1.0
Walnut Bend,walnut-bend,Austin,HAS_POLYGON,walnut-bend,1.0
Walnut Forest,walnut-forest,Austin,HAS_POLYGON,walnut-forest,1.0
Walnut Place,walnut-place,Austin,HAS_POLYGON,walnut-place,1.0
Walnut Ridge,walnut-ridge,Austin,HAS_POLYGON,walnut-ridge,1.0
Walsh Ranch,walsh-ranch,Round Rock,HAS_POLYGON,walsh-ranch,1.0
Walsh Trails,walsh-trails,Cedar Park,HAS_POLYGON,walsh-trails,1.0
Warehouse District,warehouse-district,Austin,NEEDS_POLYGON,Hawthorne at the District,0.605
Warner Heights,warner-heights,Pflugerville,FUZZY_MATCH,Parker Heights,0.857
Warner Ranch,warner-ranch,Round Rock,HAS_POLYGON,warner-ranch,1.0
Waterford Place,waterford-place,Austin,HAS_POLYGON,waterford-place,1.0
Waterloo,waterloo,Austin,HAS_POLYGON,waterloo,1.0
Watersedge,watersedge,Austin,HAS_POLYGON,watersedge,1.0
Watersedge at River Place,watersedge-at-river-place,Austin,NEEDS_POLYGON,Waters Edge Avery Ranch,0.75
Watson Park,watson-park,Pflugerville,HAS_POLYGON,watson-park,1.0
Wells Branch,wells-branch,Austin,HAS_POLYGON,wells-branch,1.0
Wells Point,wells-point,Pflugerville,HAS_POLYGON,wells-point,1.0
Welsh Trails,welsh-trails,Cedar Park,FUZZY_MATCH,Walsh Trails,0.917
Werkenthin,werkenthin,Austin,NEEDS_POLYGON,Westwind,0.556
West,west,Austin,HAS_POLYGON,west,1.0
West Branch,west-branch,Austin,HAS_POLYGON,west-branch,1.0
West Cave Estates,west-cave-estates,,HAS_POLYGON,west-cave-estates,1.0
West Central,west-central,Austin,FUZZY_MATCH,East Central,0.917
West End,west-end,Austin,HAS_POLYGON,west-end,1.0
West Oak Hill,west-oak-hill,Austin,HAS_POLYGON,west-oak-hill,1.0
West Park Street,west-park-street,Cedar Park,NEEDS_POLYGON,West Park Estates,0.788
West Rim,west-rim,West Lake Hills,HAS_POLYGON,west-rim,1.0
West University,west-university,Austin,HAS_POLYGON,west-university,1.0
Westbridge Estates,westbridge-estates,Austin,FUZZY_MATCH,Westridge Estates,0.971
Westcliff,westcliff,Austin,HAS_POLYGON,westcliff,1.0
Westgate,westgate,Austin,HAS_POLYGON,westgate,1.0
Westhill Estates,westhill-estates,Austin,HAS_POLYGON,westhill-estates,1.0
Westlake Highlands,westlake-highlands,West Lake Hills,HAS_POLYGON,westlake-highlands,1.0
West Lake Hills,west-lake-hills,Texas,HAS_POLYGON,west-lake-hills,1.0
Westlake Oaks,westlake-oaks,West Lake Hills,HAS_POLYGON,westlake-oaks,1.0
Westlake of the Woods,westlake-of-the-woods,Georgetown,HAS_POLYGON,westlake-of-the-woods,1.0
Westminster,westminster,,NEEDS_POLYGON,Westminster Glen,0.815
Westminster Glen,westminster-glen,Austin,HAS_POLYGON,westminster-glen,1.0
Westover Hills,westover-hills,Austin,HAS_POLYGON,westover-hills,1.0
Westside Preserve,westside-preserve,Cedar Park,NEEDS_POLYGON,The Preserve,0.759
Westview Acres,westview-acres,Round Rock,NEEDS_POLYGON,Mountview Acres,0.759
Westview Meadows,westview-meadows,Leander,HAS_POLYGON,westview-meadows,1.0
Westview on Lake Austin,westview-on-lake-austin,Austin,HAS_POLYGON,westview-on-lake-austin,1.0
Westwind,westwind,Round Rock,HAS_POLYGON,westwind,1.0
Westwood,westwood,Leander,HAS_POLYGON,westwood,1.0
Westwood,westwood,West Lake Hills,HAS_POLYGON,westwood,1.0
Westwood Heights,westwood-heights,Austin,NEEDS_POLYGON,Delwood Heights,0.839
Westwood Villas,westwood-villas,Austin,NEEDS_POLYGON,Brentwood Villas,0.839
Whispering Oaks,whispering-oaks,Austin,FUZZY_MATCH,Whisper Oaks,0.889
Wild Plum Valley,wild-plum-valley,Round Rock,HAS_POLYGON,wild-plum-valley,1.0
Wildflower,wildflower,Pflugerville,HAS_POLYGON,wildflower,1.0
Wildhorse Creek,wildhorse-creek,Manor,HAS_POLYGON,wildhorse-creek,1.0
Wiley Creek Estates,wiley-creek-estates,Leander,HAS_POLYGON,wiley-creek-estates,1.0
William Cannon Joint Venture,william-cannon-joint-venture,Austin,NEEDS_POLYGON,William Cannon,0.667
Williams Addition,williams-addition,Georgetown,NEEDS_POLYGON,Wallace Addition,0.788
Willow Creek,willow-creek,Pflugerville,HAS_POLYGON,willow-creek,1.0
Willowbend Estates,willowbend-estates,Round Rock,HAS_POLYGON,willowbend-estates,1.0
Wimberley,wimberley,TX,NEEDS_POLYGON,Wimberley Lane,0.783
Windcrest Crossing,windcrest-crossing,Austin,NEEDS_POLYGON,Wind River Crossing,0.811
Windermere,windermere,Pflugerville,HAS_POLYGON,windermere,1.0
Windmill Bluff Estates,windmill-bluff-estates,Lake Travis,HAS_POLYGON,windmill-bluff-estates,1.0
Windridge,windridge,Austin,HAS_POLYGON,windridge,1.0
Windsor Hills,windsor-hills,Austin,HAS_POLYGON,windsor-hills,1.0
Windsor Park,windsor-park,Austin,HAS_POLYGON,windsor-park,1.0
Wipporwill,wipporwill,Cedar Park,FUZZY_MATCH,Whippoorwill,0.909
Wolf Ranch,wolf-ranch,Georgetown,HAS_POLYGON,wolf-ranch,1.0
Wood Glen,wood-glen,Round Rock,HAS_POLYGON,wood-glen,1.0
Wood Ranch,wood-ranch,Georgetown,HAS_POLYGON,wood-ranch,1.0
Woodcliff,woodcliff,Austin,HAS_POLYGON,woodcliff,1.0
Woodgreen Acres,woodgreen-acres,Austin,HAS_POLYGON,woodgreen-acres,1.0
Woodhaven,woodhaven,West Lake Hills,HAS_POLYGON,woodhaven,1.0
Woodlake,woodlake,Georgetown,NEEDS_POLYGON,Woodlawn,0.75
Woodlake Trails,woodlake-trails,Austin,NEEDS_POLYGON,Lake Travis,0.769
Woodland Estates,woodland-estates,,HAS_POLYGON,woodland-estates,1.0
Woodland Park,woodland-park,Georgetown,HAS_POLYGON,woodland-park,1.0
Woods at Carriage Hills,woods-at-carriage-hills,Cedar Park,HAS_POLYGON,woods-at-carriage-hills,1.0
Woods at Mason Creek,woods-at-mason-creek,Leander,HAS_POLYGON,woods-at-mason-creek,1.0
Woods of Century Park,woods-of-century-park,Austin,HAS_POLYGON,woods-of-century-park,1.0
Woods of Fountainwood,woods-of-fountainwood,Georgetown,HAS_POLYGON,woods-of-fountainwood,1.0
Woods of Westlake,woods-of-westlake,West Lake Hills,HAS_POLYGON,woods-of-westlake,1.0
Woodstone Village,woodstone-village,Austin,HAS_POLYGON,woodstone-village,1.0
Wooten,wooten,Austin,HAS_POLYGON,wooten,1.0
Wuthrich Hill Farms,wuthrich-hill-farms,Pflugerville,NEEDS_POLYGON,Churchill Farms,0.706
Wyldwood,wyldwood,Austin,HAS_POLYGON,wyldwood,1.0
Yacht Harbor,yacht-harbor,Lake Travis,HAS_POLYGON,yacht-harbor,1.0
Yarrabee Bend,yarrabee-bend,Austin,HAS_POLYGON,yarrabee-bend,1.0
Yarrabee Bend South,yarrabee-bend-south,Austin,HAS_POLYGON,yarrabee-bend-south,1.0
Yellow Sage,yellow-sage,Pflugerville,NEEDS_POLYGON,Hollow Estates,0.64
Yucca Mountain,yucca-mountain,Austin,HAS_POLYGON,yucca-mountain,1.0
Zilker,zilker,Austin,HAS_POLYGON,zilker,1.0
